[2025-03-30 17:27:00,659: INFO: main : Logger is initialized]
[2025-03-31 13:02:52,045: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 13:25:37,836: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 13:25:37,838: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 13:25:37,848: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 13:25:37,849: INFO: common : created directory at: artifacts]
[2025-03-31 13:25:37,850: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 13:40:48,167: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 13:40:48,169: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 13:40:48,172: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 13:40:48,173: INFO: common : created directory at: artifacts]
[2025-03-31 13:40:48,173: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 13:51:57,946: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 13:51:57,948: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 13:51:57,950: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 13:51:57,951: INFO: common : created directory at: artifacts]
[2025-03-31 13:51:57,951: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 14:02:08,812: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:02:08,814: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:02:08,817: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:02:08,818: INFO: common : created directory at: artifacts]
[2025-03-31 14:02:08,818: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 14:16:37,546: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:16:37,548: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:16:37,551: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:16:37,551: INFO: common : created directory at: artifacts]
[2025-03-31 14:16:37,552: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 14:34:11,619: INFO: model_train : >>>>>Stage Model Training Stage started <<<<<<]
[2025-03-31 14:34:11,620: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:34:11,623: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:34:11,626: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:34:11,626: INFO: common : created directory at: artifacts]
[2025-03-31 14:34:11,626: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 14:35:41,003: INFO: model_train : >>>>Stage Model Training Stage completed <<<<<<

x==========x]
[2025-03-31 14:39:49,328: INFO: model_train : >>>>>Stage Model Training Stage started <<<<<<]
[2025-03-31 14:39:49,329: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:39:49,332: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:39:49,335: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:39:49,335: INFO: common : created directory at: artifacts]
[2025-03-31 14:39:49,335: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 14:41:18,200: INFO: model_train : >>>>Stage Model Training Stage completed <<<<<<

x==========x]
[2025-03-31 14:47:06,382: INFO: model_train : >>>>>Stage Model Training Stage started <<<<<<]
[2025-03-31 14:47:06,383: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:47:06,386: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:47:06,388: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:47:06,388: INFO: common : created directory at: artifacts]
[2025-03-31 14:47:06,388: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 14:47:06,429: ERROR: model_train : 'HttpUrl' object has no attribute 'decode']
Traceback (most recent call last):
  File "/home/aditya/network_security/src/NetworkSecurity/pipeline/model_train.py", line 25, in <module>
    mtp.initiate_model_train()
  File "/home/aditya/network_security/src/NetworkSecurity/pipeline/model_train.py", line 18, in initiate_model_train
    raise e
  File "/home/aditya/network_security/src/NetworkSecurity/pipeline/model_train.py", line 16, in initiate_model_train
    mt.train()
  File "/home/aditya/network_security/src/NetworkSecurity/components/model_train.py", line 71, in train
    mlflow.set_experiment(self.config.mlflow_experiment)
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/tracking/fluent.py", line 153, in set_experiment
    client = MlflowClient()
             ^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/tracking/client.py", line 159, in __init__
    self._tracking_client = TrackingServiceClient(final_tracking_uri)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/tracking/_tracking_service/client.py", line 84, in __init__
    self.store
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/tracking/_tracking_service/client.py", line 88, in store
    return utils._get_store(self.tracking_uri)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/tracking/_tracking_service/utils.py", line 210, in _get_store
    return _tracking_store_registry.get_store(store_uri, artifact_uri)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/tracking/_tracking_service/registry.py", line 45, in get_store
    return self._get_store_with_resolved_uri(resolved_store_uri, artifact_uri)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/tracking/_tracking_service/registry.py", line 55, in _get_store_with_resolved_uri
    builder = self.get_store_builder(resolved_store_uri)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/tracking/registry.py", line 78, in get_store_builder
    else get_uri_scheme(store_uri)
         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/site-packages/mlflow/utils/uri.py", line 263, in get_uri_scheme
    scheme = urllib.parse.urlparse(uri_or_path).scheme
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/urllib/parse.py", line 394, in urlparse
    url, scheme, _coerce_result = _coerce_args(url, scheme)
                                  ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/urllib/parse.py", line 133, in _coerce_args
    return _decode_args(args) + (_encode_result,)
           ^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/urllib/parse.py", line 117, in _decode_args
    return tuple(x.decode(encoding, errors) if x else '' for x in args)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/aditya/miniconda3/envs/network_security/lib/python3.12/urllib/parse.py", line 117, in <genexpr>
    return tuple(x.decode(encoding, errors) if x else '' for x in args)
                 ^^^^^^^^
AttributeError: 'HttpUrl' object has no attribute 'decode'
[2025-03-31 14:47:49,918: INFO: model_train : >>>>>Stage Model Training Stage started <<<<<<]
[2025-03-31 14:47:49,920: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:47:49,922: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:47:49,925: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:47:49,925: INFO: common : created directory at: artifacts]
[2025-03-31 14:47:49,925: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 14:51:03,378: INFO: main : >>>>>Stage Data Ingestion Stage started <<<<<<]
[2025-03-31 14:51:03,380: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:51:03,383: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:51:03,385: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:51:03,386: INFO: common : created directory at: artifacts]
[2025-03-31 14:51:03,386: INFO: common : created directory at: artifacts/data_ingestion]
[2025-03-31 14:51:03,470: INFO: data_ingestion : Fetching data from MongoDB collection: NetworkData]
[2025-03-31 14:51:07,453: INFO: data_ingestion : Data successfully downloaded and saved to artifacts/data_ingestion/datafromDB.csv]
[2025-03-31 14:51:07,469: INFO: main : >>>>Stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-03-31 14:51:07,469: INFO: main : >>>>>Stage Data Validation Stage started <<<<<<]
[2025-03-31 14:51:07,471: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:51:07,473: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:51:07,476: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:51:07,476: INFO: common : created directory at: artifacts]
[2025-03-31 14:51:07,476: INFO: common : created directory at: artifacts/data_validation]
[2025-03-31 14:51:07,498: INFO: main : >>>>Stage Data Validation Stage completed <<<<<<

x==========x]
[2025-03-31 14:51:07,498: INFO: main : >>>>>Stage Data Transformation Stage started <<<<<<]
[2025-03-31 14:51:07,499: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:51:07,502: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:51:07,505: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:51:07,505: INFO: common : created directory at: artifacts]
[2025-03-31 14:51:07,505: INFO: common : created directory at: artifacts/data_transformation]
[2025-03-31 14:51:07,708: INFO: data_transformation : Splitted data into training and test sets]
[2025-03-31 14:51:07,708: INFO: data_transformation : (8000, 49)]
[2025-03-31 14:51:07,708: INFO: data_transformation : (2000, 49)]
[2025-03-31 14:51:07,709: INFO: main : >>>>Stage Data Transformation Stage completed <<<<<<

x==========x]
[2025-03-31 14:51:07,709: INFO: main : >>>>>Stage Data Transformation Stage started <<<<<<]
[2025-03-31 14:51:07,710: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 14:51:07,712: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 14:51:07,715: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 14:51:07,716: INFO: common : created directory at: artifacts]
[2025-03-31 14:51:07,716: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 15:10:52,225: INFO: main : >>>>Stage Data Transformation Stage completed <<<<<<

x==========x]
[2025-03-31 15:36:31,373: INFO: main : >>>>>Stage Data Ingestion Stage started <<<<<<]
[2025-03-31 15:36:31,374: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 15:36:31,377: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 15:36:31,380: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 15:36:31,380: INFO: common : created directory at: artifacts]
[2025-03-31 15:36:31,380: INFO: common : created directory at: artifacts/data_ingestion]
[2025-03-31 15:36:31,463: INFO: data_ingestion : Fetching data from MongoDB collection: NetworkData]
[2025-03-31 15:36:33,899: INFO: data_ingestion : Data successfully downloaded and saved to artifacts/data_ingestion/datafromDB.csv]
[2025-03-31 15:36:33,916: INFO: main : >>>>Stage Data Ingestion Stage completed <<<<<<

x==========x]
[2025-03-31 15:36:33,916: INFO: main : >>>>>Stage Data Validation Stage started <<<<<<]
[2025-03-31 15:36:33,917: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 15:36:33,920: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 15:36:33,923: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 15:36:33,923: INFO: common : created directory at: artifacts]
[2025-03-31 15:36:33,923: INFO: common : created directory at: artifacts/data_validation]
[2025-03-31 15:36:33,943: INFO: main : >>>>Stage Data Validation Stage completed <<<<<<

x==========x]
[2025-03-31 15:36:33,943: INFO: main : >>>>>Stage Data Transformation Stage started <<<<<<]
[2025-03-31 15:36:33,944: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 15:36:33,947: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 15:36:33,951: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 15:36:33,952: INFO: common : created directory at: artifacts]
[2025-03-31 15:36:33,952: INFO: common : created directory at: artifacts/data_transformation]
[2025-03-31 15:36:34,135: INFO: data_transformation : Splitted data into training and test sets]
[2025-03-31 15:36:34,135: INFO: data_transformation : (8000, 49)]
[2025-03-31 15:36:34,135: INFO: data_transformation : (2000, 49)]
[2025-03-31 15:36:34,135: INFO: main : >>>>Stage Data Transformation Stage completed <<<<<<

x==========x]
[2025-03-31 15:36:34,136: INFO: main : >>>>>Stage Model Training Stage started <<<<<<]
[2025-03-31 15:36:34,137: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 15:36:34,139: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 15:36:34,142: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 15:36:34,142: INFO: common : created directory at: artifacts]
[2025-03-31 15:36:34,142: INFO: common : created directory at: artifacts/model_trainer]
[2025-03-31 15:37:13,041: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 15:37:13,045: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 15:37:13,048: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 15:37:13,049: INFO: common : created directory at: artifacts]
[2025-03-31 15:37:13,050: INFO: common : created directory at: artifacts/model_evaluation]
[2025-03-31 15:56:32,002: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 15:56:32,005: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 15:56:32,008: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 15:56:32,009: INFO: common : created directory at: artifacts]
[2025-03-31 15:56:32,009: INFO: common : created directory at: artifacts/model_evaluation]
[2025-03-31 15:56:56,893: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 15:56:56,896: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 15:56:56,899: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 15:56:56,900: INFO: common : created directory at: artifacts]
[2025-03-31 15:56:56,901: INFO: common : created directory at: artifacts/model_evaluation]
[2025-03-31 16:09:48,137: INFO: common : json file saved at: artifacts/model_evaluation/metrics.json]
[2025-03-31 16:18:05,883: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 16:18:05,886: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 16:18:05,889: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 16:18:05,890: INFO: common : created directory at: artifacts]
[2025-03-31 16:18:05,890: INFO: common : created directory at: artifacts/model_evaluation]
[2025-03-31 16:18:20,562: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 16:18:20,565: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 16:18:20,569: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 16:18:20,569: INFO: common : created directory at: artifacts]
[2025-03-31 16:18:20,570: INFO: common : created directory at: artifacts/model_evaluation]
[2025-03-31 16:18:43,390: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 16:18:43,394: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 16:18:43,397: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 16:18:43,397: INFO: common : created directory at: artifacts]
[2025-03-31 16:18:43,398: INFO: common : created directory at: artifacts/model_evaluation]
[2025-03-31 16:19:52,011: INFO: common : json file saved at: artifacts/model_evaluation/metrics.json]
[2025-03-31 16:41:47,294: INFO: model_evaluate : >>>>>Stage Model Evaluation Stage started <<<<<<]
[2025-03-31 16:41:47,296: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 16:41:47,299: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 16:41:47,301: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 16:41:47,302: INFO: common : created directory at: artifacts]
[2025-03-31 16:41:47,302: INFO: common : created directory at: artifacts/model_evaluation]
[2025-03-31 16:41:47,302: ERROR: model_evaluate : 'ModelEvaluate' object has no attribute 'log_into_mlflow']
Traceback (most recent call last):
  File "/home/aditya/network_security/src/NetworkSecurity/pipeline/model_evaluate.py", line 26, in <module>
    mep.initiate_model_evaluate()
  File "/home/aditya/network_security/src/NetworkSecurity/pipeline/model_evaluate.py", line 18, in initiate_model_evaluate
    raise e
  File "/home/aditya/network_security/src/NetworkSecurity/pipeline/model_evaluate.py", line 16, in initiate_model_evaluate
    mt.log_into_mlflow()
    ^^^^^^^^^^^^^^^^^^
AttributeError: 'ModelEvaluate' object has no attribute 'log_into_mlflow'
[2025-03-31 16:42:12,240: INFO: model_evaluate : >>>>>Stage Model Evaluation Stage started <<<<<<]
[2025-03-31 16:42:12,241: INFO: common : Yaml File: config/config.yaml loaded successfully]
[2025-03-31 16:42:12,244: INFO: common : Yaml File: params.yaml loaded successfully]
[2025-03-31 16:42:12,247: INFO: common : Yaml File: schema.yaml loaded successfully]
[2025-03-31 16:42:12,247: INFO: common : created directory at: artifacts]
[2025-03-31 16:42:12,247: INFO: common : created directory at: artifacts/model_evaluation]
[2025-03-31 16:42:31,127: INFO: common : json file saved at: artifacts/model_evaluation/metrics.json]
[2025-03-31 16:42:31,127: INFO: model_evaluate : >>>>Stage Model Evaluation Stage completed <<<<<<

x==========x]
